years_after_graduation,section_name,sic_name,sex,number_of_graduates,median_earnings
3,"Agriculture, forestry and fishing","Growing of cereals (except rice), leguminous crops and oil seeds",Female + male,55,22100.0
3,"Agriculture, forestry and fishing","Growing of vegetables and melons, roots and tubers",Female + male,40,21900.0
3,"Agriculture, forestry and fishing",Mixed farming,Female + male,50,23700.0
3,"Arts, entertainment and recreation",Performing arts,Female + male,495,20700.0
3,"Arts, entertainment and recreation",Support activities to performing arts,Female + male,130,22300.0
3,"Arts, entertainment and recreation",Artistic creation,Female + male,215,25400.0
3,"Arts, entertainment and recreation",Operation of arts facilities,Female + male,210,18200.0
3,"Arts, entertainment and recreation",Museums activities,Female + male,230,19000.0
3,"Arts, entertainment and recreation",Operation of historical sites and buildings and similar visitor attractions,Female + male,80,18000.0
3,"Arts, entertainment and recreation",Botanical and zoological gardens and nature reserves activities,Female + male,255,20800.0
3,"Arts, entertainment and recreation",Gambling and betting activities,Female + male,455,26300.0
3,"Arts, entertainment and recreation",Operation of sports facilities,Female + male,535,19700.0
3,"Arts, entertainment and recreation",Activities of sport clubs,Female + male,685,22600.0
3,"Arts, entertainment and recreation",Fitness facilities,Female + male,350,19200.0
3,"Arts, entertainment and recreation",Other sports activities,Female + male,305,24500.0
3,"Arts, entertainment and recreation",Activities of amusement parks and theme parks,Female + male,150,19000.0
3,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.,Female + male,275,19700.0
3,Construction,Development of building projects,Female + male,280,29900.0
3,Construction,Construction of commercial buildings,Female + male,485,34700.0
3,Construction,Construction of domestic buildings,Female + male,715,34700.0
3,Construction,Construction of roads and motorways,Female + male,65,35400.0
3,Construction,Construction of railways and underground railways,Female + male,45,36900.0
3,Construction,Construction of utility projects for electricity and telecommunications,Female + male,95,28300.0
3,Construction,Construction of other civil engineering projects n.e.c.,Female + male,535,37100.0
3,Construction,Electrical installation,Female + male,325,25900.0
3,Construction,"Plumbing, heat and air-conditioning installation",Female + male,190,23700.0
3,Construction,Other construction installation,Female + male,85,26600.0
3,Construction,Joinery installation,Female + male,140,25200.0
3,Construction,Other building completion and finishing,Female + male,100,24100.0
3,Construction,Other specialised construction activities n.e.c.,Female + male,110,27900.0
3,Education,Pre-primary education,Female + male,390,17500.0
3,Education,Primary education,Female + male,14340,26300.0
3,Education,General secondary education,Female + male,6795,26300.0
3,Education,Technical and vocational secondary education,Female + male,1275,20800.0
3,Education,Post-secondary non-tertiary education,Female + male,235,20800.0
3,Education,First-degree level higher education,Female + male,3040,24100.0
3,Education,Post-graduate level higher education,Female + male,145,24500.0
3,Education,Sports and recreation education,Female + male,155,19000.0
3,Education,Cultural education,Female + male,75,20800.0
3,Education,Other education n.e.c.,Female + male,1975,23400.0
3,Education,Educational support services,Female + male,400,22000.0
3,"Electricity, gas, steam and air conditioning supply",Production of electricity,Female + male,130,39100.0
3,"Electricity, gas, steam and air conditioning supply",Distribution of electricity,Female + male,205,27000.0
3,"Electricity, gas, steam and air conditioning supply",Trade of electricity,Female + male,195,25600.0
3,"Electricity, gas, steam and air conditioning supply",Distribution of gaseous fuels through mains,Female + male,100,34300.0
3,"Electricity, gas, steam and air conditioning supply",Trade of gas through mains,Female + male,45,38000.0
3,Financial and insurance activities,Central banking,Female + male,45,43400.0
3,Financial and insurance activities,Banks,Female + male,3065,36900.0
3,Financial and insurance activities,Building societies,Female + male,305,23400.0
3,Financial and insurance activities,Financial leasing,Female + male,65,28500.0
3,Financial and insurance activities,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Female + male,200,28100.0
3,Financial and insurance activities,Other credit granting n.e.c.,Female + male,60,29900.0
3,Financial and insurance activities,Security dealing on own account,Female + male,100,56900.0
3,Financial and insurance activities,Financial intermediation not elsewhere classified,Female + male,340,32800.0
3,Financial and insurance activities,Life insurance,Female + male,385,28500.0
3,Financial and insurance activities,Non-life insurance,Female + male,645,28800.0
3,Financial and insurance activities,Administration of financial markets,Female + male,50,51100.0
3,Financial and insurance activities,Security and commodity contracts dealing activities,Female + male,290,40200.0
3,Financial and insurance activities,Activities auxiliary to financial intermediation n.e.c.,Female + male,1480,32800.0
3,Financial and insurance activities,Risk and damage evaluation,Female + male,130,24100.0
3,Financial and insurance activities,Activities of insurance agents and brokers,Female + male,1060,28100.0
3,Financial and insurance activities,Other activities auxiliary to insurance and pension funding,Female + male,670,26600.0
3,Financial and insurance activities,Fund management activities,Female + male,735,50400.0
3,Human health and social work activities,Hospital activities,Female + male,24555,32100.0
3,Human health and social work activities,General medical practice activities,Female + male,1240,24100.0
3,Human health and social work activities,Specialists medical practice activities,Female + male,160,23700.0
3,Human health and social work activities,Dental practice activities,Female + male,250,19700.0
3,Human health and social work activities,Other human health activities,Female + male,5715,28500.0
3,Human health and social work activities,Residential nursing care facilities,Female + male,570,22600.0
3,Human health and social work activities,"Residential care activities for learning difficulties, mental health and substance abuse",Female + male,220,22600.0
3,Human health and social work activities,Residential care activities for the elderly and disabled,Female + male,750,20800.0
